origem;destino;dist_km;tempo;abast.;abast.lt.;consm.lbs;decea;tx.aerop.;comissaria;fbo;hospedagem;Transporte;slot;outros;comissoes;variável trip.;receita;com.terceiros
SBBH;SBVG;279,652;0,5;4702,19;959;850;796,42;336,08;342,5;;;;;;214,2567568;167,7912;14283,78378;
SBVG;SBBH;259,28;0,4;;;720;423;798,15;;;;;;;109,5493934;155,568;7303,292894;
SBBH;SBRJ;425,96;0,7;7850,07;1601;1110;796,42;983;;1600;;;;;179,9740035;255,576;11998,2669;
SBRJ;SBVG;383,364;0,6;;;950;796,42;336,08;;300;;;;;161,9766031;230,0184;10798,44021;
SBVG;SBBH;268,54;0,5;;;680;423;798,15;;;;;;;205,7432432;161,124;13716,21622;
SBIL;SBBH;914,888;1,3;;;1800;338,5;798,15;54;;;;;;495,4702381;548,9328;33031,34921;
SBBH;SIRI;805,62;1,2;9458,33;1929;1560;796,42;;510;;;;;;442,0846906;966,744;29472,3127;
SIRI;SBGO;1342,7;1,9;2123;228,28;2340;;703,87;;2000;730,72;86,75;;;736,8078176;1611,24;49120,52117;
SBGO;SBBH;694,5;1;4205,33;785;1350;796,42;798,15;;;;;;;381,1074919;416,7;25407,16612;
SBBH;SDCO;631,532;1;7943,23;1620;1350;796,42;471,51;800;1000;;;;;366,2894737;378,9192;24419,29825;
SDCO;SBJH;42,596;0,1;;;270;549,84;773;;2250;;;300;;0;25,5576;0,01;
SBJH;SBBH;568,564;0,9;1258;200;1140;481,49;798,15;;;;;300;;0;341,1384;0,01;
SBBH;SBTD;1333,44;1,9;8041,29;1640;2440;796,42;;738,7;800;540;150;;;811,4171946;1295,678867;54094,47964;
SBTD;SBAQ;640,792;1;9909;1101;1470;423;645,07;;1700;525;32,94;;;389,9310407;768,9504;25995,40271;
SBBH;SBPS;629,68;1;6947,87;1417;1340;796,42;544,21;685;2469,6;;;;;303,5212939;377,808;20234,75293;
SBPS;SBBH;794,508;1,2;;;1770;616,72;798,15;;;;;;;382,9724561;476,7048;25531,49707;
SBBH;SBJH;698,204;1,1;10066,33;2053;1440;796,42;773;910;2250;;;300;;361,6944444;418,9224;24112,96296;
SBJH;SBGR;148,16;0,4;;;490;481,49;515,35;;1220;;;300;;76,75213675;88,896;5116,809117;
SBGR;SBBH;453,74;0,7;1456,98;260;1010;943,53;798,15;;;;;;;235,0534188;272,244;15670,22792;
SBAQ;SBMG;631,532;1,1;;;1180;;741,51;;;607,7;59,73;;;0;378,9192;0,01;
SBMG;SBAQ;437,072;0,8;14350,7;2158;1070;616,72;2361,48;;;;30,08;;;0;524,4864;0,01;
SBAQ;SSIM;964,892;1,4;;;1960;481,49;515,02;12;;1196;64,04;;;587,1504977;1157,8704;39143,36652;
SBBH;SBBR;740,8;1,1;8310,97;1695;1580;796,42;507,16;342,5;1460;854,28;;;;0;444,48;0,01;
SSIM;SBVT;1153,796;1,7;10846,65;1299;2260;;839,07;20;2248;3565,8;39,87;;350;702,101267;2076,8328;46806,75113;
SBBR;SBJH;905,628;1,3;5307,96;994;1760;943,53;773;;2250;;;;;0;1630,1304;0,01;
SBJH;SBBH;529,672;0,9;;;1170;481,49;798,15;234,56;;;;;;307,2105263;953,4096;20480,70175;
SBBH;SBRJ;435,22;0,8;4903,23;1000;1000;796,42;1033,82;400;1600;;;;;271,2796392;783,396;18085,30928;
SBRJ;SBBH;463;0,8;;;1120;796,42;798,15;;;;;;;257,6675258;833,4;17177,83505;
SBBH;SBGR;600,048;0,9;8335,49;1700;1420;796,42;515,35;342,5;720;;;;;567;1080,0864;37800;
SBGR;SBBR;977,856;1,4;;;1890;943,53;507,16;;1865;370,44;50,18;;;0;1760,1408;0,01;
SBBR;SBBH;561,156;0,9;5175,98;1028;1250;943,53;798,15;269,74;;;37,45;;;0;336,6936;0,01;
SBBH;SBTV;614,864;1;9237,68;1884;1370;796,42;3852;510;;;;;;309,6513619;368,9184;20643,42412;
SBTV;SBGR;1248,248;1,8;3261;300;2220;;515,35;;720;;;;;628,629572;748,9488;41908,63813;
SBGR;SBBH;516,708;0,9;2827,92;400;1140;943,53;798,15;;;;;;;260,2190661;310,0248;17347,93774;
SBVT;SBTD;1879,78;2,8;10979,54;1300;3060;796,42;;606;800;540;142,46;;;830,020389;1141,456771;55334,6926;
SBTD;SNDV;918,592;1,3;16137;1793;1840;423;510,75;;600;506;36,4;;;405,6060226;1102,3104;27040,40151;
SNDV;SBBH;153,716;0,3;;;510;;798,15;;;;13,97;;;67,87358846;92,2296;4524,905897;
SBBH;SBBP;546,34;0,8;2745,8;560;1220;796,42;643,2;400;950;1015,58;;;;277,8867403;327,804;18525,78269;
SBBP;SBBH;459,296;0,8;5898,74;722;1100;338,5;798,15;;;;;;;233,6132597;551,1552;15574,21731;
SBBH;SBGL;385,216;0,7;7399,56;1450;960;796,42;559,3;;900;;;;;230,8353222;231,1296;15389,02148;
SBGL;SBBH;390,772;0,6;;;1010;943,53;798,15;;;;;;;234,1646778;234,4632;15610,97852;
SBBH;SBRP;509,3;0,8;8930,51;1750;1130;796,42;593,48;342,5;1600;;;;;2785,984277;611,16;25943,39623;2433,333333
SBRP;SBCF;433,368;0,7;;;1090;796,42;558,65;;2400;;;;;2727,965409;780,0624;22075,4717;2433,333333
SBCF;SBBH;38,892;0,1;;;210;943,53;798,15;;;;;;;2426,550314;70,0056;1981,132075;2433,333333
SBBH;SDSC;555,6;0,9;5766,55;1130;1270;796,42;1355,51;586;;;;;;342,7570093;666,72;22850,46729;
SDSC;SBLO;424,108;0,7;;;1080;481,49;703,87;;1000;718,94;60,35;;;261,6378505;763,3944;17442,52336;
SBLO;SBGR;605,604;1;3989,4;630;1390;796,42;3405,27;;;810;15,61;;;373,6051402;1090,0872;24907,00935;
SBGR;SBBH;496,336;0,8;3831,33;660;1110;943,53;798,15;442,24;;;41,78;;;567;297,8016;37800;
SBBH;SBBR;833,4;1,2;6057,43;1187;1790;796,42;507,16;400;1920;1450,14;19,56;300;;426,9748654;500,04;28464,99102;
SBBR;SSGG;1333,44;1,8;7047;1350;2320;943,53;50,25;269,74;;508,2;42,08;;;683,1597846;858,2504728;45543,98564;
SSGG;SBBH;927,852;1,3;9945;1020;1630;;798,15;35,99;;;10,38;;;475,3653501;556,7112;31691,02334;
SBBH;SBBR;814,88;1,2;5827,79;1142;1610;796,42;507,16;342,5;2313,41;991,2;67,59;;;404,7169811;488,928;26981,13208;
SBBH;SBBR;685,24;1,1;7159,71;1403;1380;796,42;507,16;400;1748,31;1982,4;31,97;;;389,9410237;411,144;25996,06825;
SBBR;SBBH;563,008;0,9;;;1180;943,53;798,15;715,53;;;;;;320,3839763;337,8048;21358,93175;
SBBR;SBBH;559,304;0,9;3838,17;735;1200;943,53;798,15;715,53;;;;;;277,7830189;1006,7472;18518,86792;
SBBH;SBMO;1413,076;2;8287,51;1624;2420;796,42;722,94;400;3067;3550,56;;;;827,4278937;2543,5368;55161,85958;700
SBBH;SBUR;581,528;0,9;5465,47;1071;1290;796,42;629,14;342,5;;;;;;0;348,9168;0,01;
SBUR;SBBR;553,748;0,9;;;1180;481,49;507,16;;1187,21;;;;;0;332,2488;0,01;
SBBR;SBPS;938,964;1,4;9979,26;1911;1880;943,53;544,21;;3696,48;750;40,06;;;0;748,9618729;0,01;
SBPS;SBBH;755,616;1,1;;;1560;616,72;798,15;460;;;;;;0;453,3696;0,01;
SBBH;SBIP;175,94;0,4;4256,02;834;590;796,42;859,2;342,5;;541,78;100;;;154,7511312;105,564;10316,74208;
SBMO;SBBH;1514,936;2,2;7451,16;1100;2560;796,42;798,15;39,15;;;;;;887,0721063;908,9616;59138,14042;700
SBIP;SBBH;233,352;0,4;;;690;;798,15;;;;;;;205,2488688;140,0112;13683,25792;
SBBH;SBBR;838,956;1,3;8675,35;1700;1550;796,42;507,16;400;1703,39;;;;;405,738189;503,3736;27049,2126;
SBBR;SBBH;572,268;0,9;;;1200;943,53;798,15;;;;;;;276,761811;343,3608;18450,7874;
SBBH;SBAX;429,664;0,7;7399,56;1450;1050;796,42;665,92;567,76;;;;;;298,039604;257,7984;19869,30693;
SBBH;SBAX;433,368;0,7;5613,46;1100;1070;796,42;639,82;342,5;;;70;;;0;260,0208;0,01;
SBAX;SBBH;324,1;0,5;;;860;481,49;798,15;;;;157;;;0;583,38;0,01;
SBAX;SBBH;318,544;0,6;;;790;481,49;798,15;30;;;;;;220,960396;573,3792;14730,69307;
SBBH;SBMK;440,776;0,7;5103,15;1000;1040;796,42;629,14;342,5;425;703,5;;;;214,9677419;264,4656;14331,1828;
SBBH;SBJD;609,308;1;5613,46;1100;1360;796,42;580,35;400;800;860;;;;363,9356187;365,5848;24262,37458;
SBMK;SBBH;420,404;0,7;1299,5;204;1020;423;798,15;;;;;;;205,0322581;252,2424;13668,8172;
SBJD;SBBH;498,188;0,9;;;1170;616,72;798,15;;;;;;;297,5643813;597,8256;19837,62542;
SBBH;SBBH;983,412;1,5;4745,92;930;1800;796,42;798,15;;;;;;;0;590,0472;0,01;
SBBH;SBPC;435,22;0,7;7333,22;1437;980;796,42;33,7;400;;;;;;229,7275641;261,132;15315,17094;
SBPC;SNGX;79,636;0,2;;;290;;;;;;;;;42,03525641;47,7816;2802,350427;
SNGX;SBBH;351,88;0,6;;;850;;798,15;;;;;;;185,7371795;422,256;12382,47863;
SBBH;SBTG;985,264;1,4;7414,87;1453;1860;514,1;410,5;968,27;;750,2;46;;;533,8732394;1182,3168;35591,5493;
SBTG;SNLN;1168,612;1,7;11297,5;973;2220;;864,16;;;1444,8;16,65;;;633,221831;1402,3344;42214,78873;
SNLN;SBBH;475,964;0,8;7385,4;746;1150;;798,15;;;;25,6;;;257,9049296;856,7352;17193,66197;
SBBH;SWNB;951,928;1,3;5633,87;1104;1890;796,42;;342,5;800;630;135;;;525,2293942;999,5244;35015,29295;
SWNB;SBBH;913,036;1,4;8897,7;1115;1870;;798,15;;;;135;;;503,7706058;1095,6432;33584,70705;
SBBH;SBJH;616,716;1;9007,05;1765;1370;796,42;773;400;2670;;;;;0;370,0296;0,01;
SBJH;SBDN;557,452;0,8;;;1180;481,49;785,01;;;1260;23,67;;;0;334,4712;0,01;
SBBH;SBTV;618,568;1;5085,9;1000;1290;796,42;4078;400;;;;;;331,3333333;371,1408;22088,88889;0
SBTV;SBBH;800,064;1,2;6674,18;614;1630;;798,15;;;;;;;428,5508982;480,0384;28570,05988;0
SBDN;SBBH;798,212;1,2;3483,21;550;1520;616,72;798,15;128,89;;;;;;0;1436,7816;0,01;
SBBH;SBKP;625,976;1;7611,51;1540;1260;796,42;523,37;342,5;1410;;;;;312,7055921;375,5856;20847,03947;
SBKP;SBBH;500,04;0,8;;;1070;943,53;798,15;;;;;;;315,7944079;300,024;21052,96053;
SBBH;SBRJ;451,888;0,7;7458,29;1509;1180;796,42;1491,2;342,5;1600;525;78,78;;;227,6035861;271,1328;15173,57241;
SBRJ;SBBH;425,96;0,7;;;1120;796,42;798,15;;;;;;;214,5443639;511,152;14302,95759;
SBBH;SBBR;687,092;1,1;7067,83;1430;1460;796,42;538,61;400;2365;;;;;367,4810047;412,2552;24498,73364;
SBBR;SBBH;679,684;1,1;;;1430;943,53;798,15;;;;;;;363,5189453;583,4825723;24234,59636;
SBBH;SBTV;616,716;1;5441,73;1101;1270;796,42;6246;342,5;;2880;;;;393,6501;370,0296;26243,34;
SBBH;SBTV;653,756;1;6207,83;1256;1570;796,42;5247;400;;960;360;;;344,0049267;392,2536;22933,66178;
SBTV;SBBH;725,984;1,1;8043,8;740;1530;;798,15;452;;;;;;388,8702595;435,5904;25924,68397;0
SBBH;SBTV;638,94;1;8105,76;1640;1310;796,42;4608;626;;;;;;342,245509;1150,092;22816,36727;0
SBTV;SBBH;753,764;1,1;;;1530;;798,15;;;;;;;396,6289098;1356,7752;26441,92732;
SBBH;SBTV;638,94;1;7759,78;1570;1320;796,42;4608;400;;;;;;336,2087811;1150,092;22413,91874;
SBTV;SBBH;740,8;1,1;;;1580;;798,15;;;;;;;389,8072824;1333,44;25987,15216;
SBTV;SBGR;1213,06;1,8;7706,83;709;2110;;551,37;446;720;;180;;;912,3972973;2183,508;60826,48649;
SBGR;SBKP;172,236;0,4;3807,79;677;630;943,53;611,59;;1670;1176;;;;0;310,0248;0,01;
SBKP;SBBH;500,04;0,8;1095,64;180;1100;943,53;798,15;;;;;300;;376,1027027;600,048;25073,51351;
SBBH;SBSP;690,796;1,1;5189,66;1050;1440;796,42;765,45;400;5800;2081;;600;;350,5456288;414,4776;23369,70859;
SBBH;SBBR;779,692;1,2;6425,3;1300;1460;796,42;538,61;342,5;2382;;;;;378,6605034;467,8152;25244,03356;
SBBR;SBBH;603,752;0,9;2541,19;501;1380;943,53;798,15;;;;;;;293,2145466;724,5024;19547,63644;
SBSP;SBBH;516,708;0,8;3226,37;625;1140;943,53;798,15;;;;;600;;262,2043712;484,41375;17480,29141;
SBBH;SBGR;575,972;0,9;8708,75;1762;1400;796,42;551,37;400;1220;;;;;1969,905566;691,1664;27282,47276;1584,435
SBGR;SBGV;711,168;1,1;3655,93;650;1570;943,533;866,82;120,8;529;760;30;;;2065,964434;853,4016;33686,39724;1584,435
SBGV;SBGR;842,66;1,2;1183,8;150;1610;423;551,37;;700;;;;;2141,020689;505,596;38690,14763;1584,435
SBGR;SBBH;485,224;0,8;3487,19;620;1070;943,53;798,15;;;;;;;1894,849311;582,2688;22278,72237;1584,435
SBBH;SBRJ;437,072;0,8;9064,61;1834;1080;796,42;983;;1120;;;;;223,5789474;262,2432;14905,26316;
SBRJ;SBZM;222,24;0,5;;;680;796,42;783;;;;;;;0;133,344;0,01;
SBZM;SBCB;244,464;0,6;;;730;423;625,7;;;;;;;0;146,6784;0,01;
SBCB;SBRJ;194,46;0,5;1594;200;580;481,49;1338,74;;1120;1157,7;;;377,44;0;116,676;0,01;
SBRJ;SBCF;442,628;0,8;2309,09;433;1080;796,42;617,59;904,65;3400;;;;;226,4210526;531,1536;15094,73684;
SBBH;SBCF;107,416;0,3;5931,04;1200;450;796,42;550,23;400;2200;;;;;883,3006963;193,3488;4164,490862;833,3333333
SBCF;SBGV;224,092;0,4;;;720;943,53;1067,22;;400;;;;;951,1531767;403,3656;8687,989556;833,3333333
SBCF;SBGV;227,796;0,5;5545,35;900;700;943,53;466,02;400;400;;111,69;;;993,4098639;410,0328;11505,10204;833,3333333
SBGV;SBBH;316,692;0,5;;;880;423;798,15;;;;;;;1060,756803;570,0456;15994,89796;833,3333333
SBGV;SBCF;285,208;0,5;;;750;423;550,23;240;2400;;50;;;986,6949521;171,1248;11057,44125;833,3333333
SBCF;SBBH;92,6;0,3;;;340;943,53;;;;;;;;874,6845083;55,56;3590,078329;833,3333333
SBBH;SBGR;622,272;1;7596,68;1537;1390;796,42;3311,37;342,5;720;1125,8;;;;313,8583196;373,3632;20923,88797;
SBGR;SBBH;501,892;0,9;;;1090;943,53;798,15;;;;;;;253,1416804;602,2704;16876,11203;
SBBH;SWKT;570,416;0,9;5928;1200;1170;796,42;;400;;1020;45;;;308,7549294;342,2496;20583,66196;
SBBH;SBGL;388,92;0,8;8975,65;1816;970;796,42;559,3;952;4250;;;;;1481,911765;233,352;16710,78431;1250
SBGL;SBZM;188,904;0,4;;;670;943,53;1106,84;;;358;100;;;1353;226,6848;8116,666667;1250
SBZM;SBGL;177,792;0,3;;;540;423;559,3;;4250;;;;;1345,838235;320,0256;7639,215686;1250
SBGL;SBBH;377,808;0,6;;;900;943,53;798,15;;;;;;;1474,75;680,0544;16233,33333;1250
SWKT;SBBH;468,556;0,8;;;1030;;798,15;15;;;;;;253,6201206;843,4008;16908,00804;
SBBH;SBJH;659,312;1;8896,57;1800;1430;796,42;773;800;2250;;29,95;;;403,7939042;395,5872;26919,59361;
SBJH;SBCF;566,712;0,9;1610;250;1270;481,49;604,96;;3400;;153,97;;;347,0812772;680,0544;23138,75181;
SBBH;SBGL;392,624;0,7;3212,65;650;1000;796,42;559,3;576;1330;;;;;212,8153846;235,5744;14187,69231;
SBGL;SULS;2233,512;3;7032;1758;3550;2015,26;9679,15;;5349,23;3286,33;;;767,32;1210,638462;1340,1072;80709,23077;
SBCF;SBBH;50,004;0,2;;;290;943,53;798,15;;;;165,61;;;30,62481858;30,0024;2041,654572;
SBBH;SBGO;798,212;1,2;7265,53;1470;1580;796,42;698,44;342,5;2640;1792;7,94;;;405,4180645;478,9272;27027,87097;
SBGO;SBBH;637,088;1;;;1270;796,42;798,15;410;;;29,85;;;323,5819355;579,5445677;21572,12903;
SBBH;SBPS;650,052;1;8199,67;1659;1430;796,42;544,21;342,5;2469,6;;;;;0;390,0312;0,01;
SULS;SBGL;1690,876;2,4;10490,96;1959;2850;;1227,01;;2100;;554,79;;;916,5115385;1014,5256;61100,76923;
SBGL;SBGR;479,668;0,9;8714,19;1567;1200;4943,13;551,37;;700;;;;;315;287,8008;21000;
SBGR;SBBH;498,188;0,8;;;1130;943,53;798,15;;;;;;;270,0346154;298,9128;18002,30769;
SBPS;SBBH;761,172;1,1;;;1610;616,72;798,15;;;;;;;0;913,4064;0,01;
SBBH;SBBR;703,76;1,1;6529,09;1318;1490;796,42;538,61;400;1748,31;924;33,96;;;374,6853147;422,256;24979,02098;
SBBR;SBBH;620,42;0,9;;;1330;943,53;798,15;495,72;;;27,96;;;330,3146853;372,252;22020,97902;
SBBH;SBGV;251,872;0,5;6306,17;1273;770;796,42;633,02;562;400;782,8;;;;2070,166667;302,2464;22000;1766,666667
SBGV;SBCF;261,132;0,5;;;780;423;550,23;;2200;;;;;2081,416667;313,3584;22750;1766,666667
SBCF;SBBH;46,3;0,1;;;210;943,53;798,15;;;;;;;1820,416667;27,78;5350;1766,666667
SBBH;SBSP;711,168;1,1;7425,73;1499;1520;796,42;765,45;400;3800;;;;;370,2857143;426,7008;24685,71429;
SBSP;SBBH;559,304;0,9;;;1180;943,53;798,15;;;;;;;291,2142857;671,1648;19414,28571;
SBBH;SBBR;713,02;1,1;6553,86;1323;1450;796,42;538,61;910;1219,12;;;;;374,1883562;427,812;24945,89041;
SBBR;SBBH;638,94;1;;;1360;943,53;798,15;;;;;;;335,3116438;766,728;22354,10959;
SBBH;SBRJ;427,812;0,8;7926,06;1600;1130;796,42;983;342,5;1120;;;;;1978,595347;256,6872;15348,02314;1775
SBRJ;SDCO;581,528;0,9;;;1310;796,42;496,15;;1000;;;;;2061,315212;348,9168;20862,68081;1775
SDCO;SBGL;475,964;0,9;5466,24;816;1110;616,72;559,3;;3975;;;;;2004,507594;285,5784;17075,50627;1775
SBGL;SBBH;435,22;0,7;2713,74;489;1090;943,53;798,15;;;;;;;1982,581847;261,132;15613,78978;1775
SBBH;SBJH;631,532;1;7504,99;1515;1360;796,42;773;400;2250;2047,5;101,96;;;356,3530806;378,9192;23756,87204;
SBJH;SBBH;540,784;0,8;;;1130;481,49;798,15;483,01;;;113,16;;;305,1469194;324,4704;20343,12796;
SBBH;SBTV;633,384;1;4824,99;974;1340;796,42;;800;;1906,25;380;;;0;380,0304;0,01;
SBBH;SDTP;813,028;1,2;8178,7;1651;1630;796,42;499,81;800;;358;100;;;1270,819744;487,8168;27262,98292;875
SBTV;SBBH;740,8;1,1;6304,6;580;1540;;798,15;586;;;;;;0;444,48;0,01;
SBBH;SBGR;583,38;0,9;8594,82;1735;1290;796,42;551,37;520,1;720;;;;;323,5959507;350,028;21573,06338;
SDTP;SBUL;396,328;0,7;;;890;;629,14;;860;;;;;1061,223918;237,7968;13289,92789;875
SBGR;SBBH;468,556;0,8;;;1070;943,53;798,15;;;;;;;259,9040493;281,1336;17326,93662;
SBUL;SBPL;1359,368;1,9;9970,95;1585;2400;796,42;836,91;;;520;25,44;;;1545,623159;843,5052718;45583,21063;875
SBPL;SBBH;1335,292;1,9;15005,57;1380;2450;423;798,15;;;;30,74;;;1533,513178;1602,3504;44775,87856;875
SBBH;SBRP;516,708;0,9;5191,57;1048;1220;796,42;624,5;342,5;800;;;;;255,75;310,0248;17050;
SBRP;SBBH;472,26;0,7;;;1020;796,42;798,15;;;;;;;233,75;283,356;15583,33333;
SBBH;SBBR;816,732;1,2;7960,74;1607;1660;796,42;538,61;400;1209,73;;;;;398,7253019;490,0392;26581,68679;
SBBR;SBBH;581,528;0,9;;;1160;943,53;798,15;;;;;;;283,8996481;348,9168;18926,64321;
SBBH;SBRP;538,932;0,8;6370,57;1286;1180;796,42;624,5;342,5;800;;;;;266,75;323,3592;17783,33333;
SBRP;SBBH;472,26;0,8;;;1080;796,42;798,15;;;;;;;233,75;283,356;15583,33333;
SBBH;SBCT;942,668;1,3;6945,21;1402;1870;796,42;698,44;840;1226,55;1170,83;52,93;;;535,2026287;565,6008;35680,17525;
SBBH;SBBR;748,208;1,1;8030,09;1621;1490;796,42;538,61;342,5;1173,13;;;;;122,1774194;448,9248;8145,16129;
SBBR;SBBH;629,68;1;;;1260;943,53;798,15;;;;;;;102,8225806;377,808;6854,83871;
SBCT;SBBH;748,208;1,1;4780,51;770;1490;943,53;798,15;;;;56,3;;;424,7973713;448,9248;28319,82475;
SBBH;SBGR;590,788;0,9;9580,62;1934;1350;796,42;3311,37;;1120;1006,72;90,6;;;330,7603687;354,4728;22050,69124;
SBBH;SBGR;766,728;1,2;8411,53;1698;1520;796,42;551,37;640;12824,33;;;;;490,9328834;1380,1104;32728,8589;
SBGR;SBTV;1011,192;1,5;3379,32;600;1740;943,53;4329;711,99;;;23,95;;;566,1290323;1820,1456;37741,93548;
SBTV;SBBH;783,396;1,2;;;1470;;798,15;;;;;;;438,59447;1410,1128;29239,63134;
SBGR;SBGL;342,62;0,6;3204,66;569;940;943,53;559,3;;4250;;;;;219,3782209;616,716;14625,21472;
SBGL;SBBH;400,032;0,7;;;980;943,53;798,15;;;;;;;256,1388957;720,0576;17075,92638;
SBBH;SBRJ;487,076;0,9;1471,27;297;1280;796,42;1033;400;3200;3150;48,75;600;;235,9339806;292,2456;15728,93204;
SBBH;SBGR;1200,096;2;9323,03;1882;2300;796,42;551,37;582;720;;;;;454,2512563;842,101261;30283,41709;
SBGR;SNXB;274,096;0,5;3384,89;601;780;943,53;;;;;;;;103,7487437;164,4576;6916,582915;
SNXB;SBRJ;350,028;0,7;;;940;;983;;1120;;;;;789,1027328;210,0168;11565,18219;625
SBRJ;SBJH;583,38;1;4820,7;910;1400;796,42;773;904,65;2250;900,9;101,92;;;904,7545547;350,028;19275,30364;625
SBRJ;SBBH;466,704;0,8;5970,72;1149;1150;796,42;798,15;904,65;;;25,7;;;226,0660194;560,0448;15071,06796;
SBJH;SBRJ;424,108;0,8;5397,21;819;1040;481,49;983;483,01;1120;;92,94;;;825,8175969;508,9296;14012,83979;625
SBRJ;SBBH;474,112;0,8;3496,33;660;1080;796,42;798,15;;;;;;;850,6001301;568,9344;15665,00868;625
SBBH;SBGR;616,716;1;7088,87;1431;1350;796,42;551,37;315;700;;;;;2883,533943;370,0296;27858,40218;2503,206
SBGR;SBRJ;337,064;0,7;;;900;943,53;2253,5;584,34;1600;1929,7;;;;2694,046613;202,2384;15225,91351;2503,206
SBRJ;SBBH;453,74;0,8;1218,43;230;1140;796,42;798,15;882,45;;;;;;840,5035425;278,2938667;14991,90283;625
SBBH;SBCF;131,492;0,3;8070,23;1610;520;796,42;571,28;342,5;3400;;;;;680,7938837;157,7904;4344,59225;625
SBCF;SBGL;374,104;0,7;;;970;943,53;559,3;;900;;82,9;;;801,0350636;673,3872;12360,67091;625
SBGL;SBBH;411,144;0,7;;;1040;943,53;798,15;;;;;;;819,3924957;740,0592;13584,49971;625
SBBH;SBGR;674,128;1,1;4561,43;910;1470;796,42;3311,37;;1220;978;34,28;;;0;1213,4304;0,01;
SBGR;SBBH;518,56;0,8;2477,91;426;1080;943,53;798,15;507,7;;;40,39;;;0;311,136;0,01;
SBBH;SBGR;766,728;1,2;3508,79;700;1460;796,42;551,37;516;1120;;;;;390,1626736;460,0368;26010,8449;
SBGR;SBBH;479,668;0,8;2448,83;421;1080;943,53;798,15;582;;;;;;244,0872764;287,8008;16272,4851;
SBBH;SBRJ;442,628;0,8;5769,46;1151;1050;796,42;983;476;1600;;;;;2765,574943;265,5768;19994,46883;2503,206
SBRJ;SBGR;435,22;0,8;;;1070;796,42;551,37;;720;;;;;2760,555411;261,132;19659,83337;2503,206
SBGR;SBBH;535,228;0,9;3489,96;600;1290;943,53;798,15;;;;;;;2828,319092;321,1368;24177,4121;2503,206
SBBH;SNSS;477,816;0,7;8476,24;1691;1210;796,42;384,18;412;;380;50;;;234,402439;286,6896;15626,82927;
SBBH;SBRJ;431,516;0,7;4601,53;918;1050;796,42;983;685;1600;;;;;223,9618204;258,9096;14930,78803;
SBRJ;SBIL;1000,08;1,5;7981,59;1500;1840;796,42;3552,49;;;2060,48;12,94;;;519,053146;1200,096;34603,54307;
SNSS;SBRJ;894,516;1,4;;;1720;;983;;1120;;35;;;438,8231707;536,7096;29254,87805;
SBRJ;SBBH;450,036;0,7;4097,21;770;1070;796,42;798,15;;;;;;;220,7743902;270,0216;14718,29268;
SBIL;SBRJ;1172,316;1,7;3762,31;561;2230;338,5;983;;1600;;;;;608,4456323;1406,7792;40563,04215;
SBRJ;SBBH;427,812;0,7;4469,69;840;1010;796,42;798,15;;;;;;;222,0394013;513,3744;14802,62676;
SBBH;SBJH;748,208;1,1;7779,5;1552;1570;796,42;773;400;;1285,18;190;600;;0;448,9248;0,01;
SBJH;SBBH;538,932;0,9;;;1190;481,49;798,15;483,01;;;104,95;;;0;970,0776;0,01;
SBBH;SBGR;616,716;0,9;9263,22;1848;1360;796,42;3339,87;;700;1010;24,98;;;4492,773364;370,0296;28643,22424;4125
SBGR;SNSS;861,18;1,3;2617,52;450;1700;943,53;403,3;711,99;;;38,28;;;4663,084427;516,708;39997,2951;4125
SNSS;SBMK;222,24;0,4;;;670;;673,31;;;;15,37;;;4217,953239;133,344;10321,88261;4125
SBMK;SNSS;175,94;0,4;11295,24;1728;550;423;279,02;;;340;14,97;;;4185,697356;105,564;8171,490398;4125
SBBH;SBSP;733,392;1,1;7674,24;1531;1540;796,42;765,45;400;3800;;;300;;392,7346327;440,0352;26182,30885;
SBSP;SBBH;501,892;0,8;;;1110;943,53;798,15;;;;;;;268,7653673;442,0921021;17917,69115;
SNSS;SBBE;1761,252;2,5;;;2810;;892,73;54;19260;4483,5;136,98;;;5290,138795;1222,516094;81800,91966;4125
SBBH;SBJD;550,044;1;8020,11;1600;1300;796,42;576,09;685;900;;;;;244,07512;584,783621;16271,67467;
SBJD;SBBH;483,372;0,7;;;1140;616,72;798,15;;;;;;;214,490257;580,0464;14299,35047;
SBBH;SBTV;622,272;1;7193,03;1435;1270;796,42;4329;550;;;;;;348,3870968;373,3632;23225,80645;
SBTV;SBGR;1277,88;1,8;2717,5;250;2180;;551,37;;1020;;;;;715,437788;766,728;47695,85253;
SBBE;SWGI;1274,176;1,8;12763,31;1725;2190;943,53;325,34;;;;70;;;4950,806904;764,5056;59178,79362;4125
SBGR;SBBH;537,08;0,9;5002,36;860;1250;943,53;798,15;;;;;;;300,6912442;322,248;20046,08295;
SWGI;SBGR;1451,968;2;9607,5;1625;2600;;551,37;;720;;;;;5074,669496;1339,715012;67436,2997;4125
SBGR;SBBH;483,372;0,7;2166,56;379;1080;943,53;798,15;;;;;;;4399,87642;580,0464;22450,09467;4125
SBBH;SBFL;1185,28;1,7;5518,83;1101;2100;796,42;740,81;898;3000;;;;;1707,953121;711,168;35063,54137;1200
SBBH;SBJD;581,528;0,9;8020,11;1600;1310;796,42;593,77;475;900;;;;;258,0457498;348,9168;17203,04999;
SBFL;SULS;1263,064;1,8;10472,92;1219;2140;2015,26;8196,06;;6663,33;;286,95;;1414,08;1742,468794;757,8384;37364,58628;1200
