origem;destino;dist_km;tempo;abast.;abast.lt.;consm.lbs;decea;tx.aerop.;comissaria;fbo;hospedagem;Transporte;slot;outros;comissoes;variável trip.;receita;com.terceiros
SBBH;SBRJ;373;0,7;11235,95;1550;1050;;;;4214,91;;;;;0;223,8;0,01;
SBRJ;SBBH;373;0,7;;;1020;713,63;717,53;;700;;;;;0;223,8;0,01;
SBBH;SBSP;627;1,2;11330,11;1503;1600;713,63;654,77;;2050;;;;;0;376,2;0,01;
SBSP;SBBH;627;0,8;3051,35;411;1066;845,44;708,82;;;;;;8333,37;0;1128,6;0,01;
SBBH;SBPA;1474,192;1,8;12343,54;1932;2920;713,63;629,46;;990;;;;;0;884,5152;0,01;
SBPA;SBCT;564,86;0,7;8008,13;1100;1420;845,44;631,92;;630;;;;;0;338,916;0,01;
SBCT;SBBH;888,96;1,2;5962,08;749;1950;845,44;708,82;;;;;;422,5;0;1066,752;0,01;
SBBH;SBZM;279,652;0,5;8216;1300;850;713,63;1439,98;;;;;;;0;167,7912;0,01;
SBZM;SBBH;261,132;0,5;;;800;505,07;730,42;;;;;;;0;313,3584;0,01;
SBBH;SBSP;688,944;1,1;6429;1000;1550;713,63;654,77;;2250;;;;;0;413,3664;0,01;
SBSP;SBBH;587,084;0,9;5548;760;1350;845,44;730,42;;;;;;3562,32;0;1056,7512;0,01;
SBBH;SBSP;675,98;1;5143,2;800;1520;713,63;654,77;;760;;;;;0;405,588;0,01;
SBSP;SBSV;1492,712;2;12410;1700;3110;845,44;551,13;;600;;;;;0;895,6272;0,01;
SBSV;SBBH;1050,084;1,5;8721,96;1184;2290;713,63;730,42;;;;;;531,2;0;1217,142818;0,01;
SBBH;SBSP;681,536;1,1;11792,55;1930;1540;713,63;654,77;;;;;;300;0;408,9216;0,01;
SBSP;SBBH;542,636;0,8;;;1230;845,44;730,42;;1100;;;;;0;651,1632;0,01;
SBBH;SBMO;1501,972;2,1;9165,2;1500;2430;713,63;657,46;;708;;;;;0;901,1832;0,01;
SBMO;SBBH;1500,12;2,1;9111,6;1200;2410;713,63;730,42;;;;;;;0;900,072;0,01;
SBBH;SDPA;414,848;0,6;5499,12;900;980;713,63;1000;1041,1;;;;;;0;248,9088;0,01;
SDPA;SBBH;414,848;0,7;;;1143;;730,42;;;;;;77,76;0;248,9088;0,01;
SBBH;SBMO;1529,752;1,9;12281,35;2010;2410;713,63;657,46;;700;;;;;0;917,8512;0,01;
SBMO;SBBH;1501,972;2;7593;1000;2590;713,63;730,42;;;;;;;0;1246,63676;0,01;
SBBH;SBBR;775,988;1;11609,26;1900;1630;713,63;464,98;;;;;;;0;1396,7784;0,01;
SBBR;SBBH;598,196;1;;;1170;845,44;730,42;;620;;;;;0;1076,7528;0,01;
SBBH;SBSP;913,036;1,5;8248,68;1350;1870;713,63;654,77;;650;;;;;0;547,8216;0,01;
SBSP;SBPA;907,48;1,3;5851,26;800;1730;845,44;629,46;;1760;;;;;0;544,488;0,01;
SBPA;SBFL;301,876;0,7;5621,75;750;1020;845,44;634,4;;800;;;;;0;181,1256;0,01;
SBFL;SBBI;811,176;0,6;;;850;845,44;631,92;;380;;;;;0;486,7056;0,01;
SBBI;SBBH;418,552;1,2;7668,69;1040;1540;713,63;730,42;;;;;;;0;477,8468667;0,01;
SBBH;SBSP;1072,308;1,9;10582,76;1732;2310;713,63;654,77;;750;;;;;0;643,3848;0,01;
SBSP;SBBH;551,896;0,9;;;1130;845,44;730,42;438;;;;;;0;331,1376;0,01;
SBBH;SBUL;831,548;0,9;7332,16;1200;1240;713,63;569,94;;500;;;;;241,1737401;498,9288;16078,24934;
SBUL;SBBH;564,86;0,7;3707,43;508;970;713,63;730,42;;;;;;;163,8262599;338,916;10921,75066;
SBBH;SBSP;577,824;1,5;9745,66;1595;1830;713,63;654,77;;750;;;;;0;651,01504;0,01;
SBSP;SBBH;435,22;0,9;;;1320;845,44;730,42;;;;;;;0;522,264;0,01;
SBBH;SBRP;524,116;0,7;5471,19;900;1140;713,63;538,18;;;;;;;75,65433807;314,4696;5043,622538;
SBRP;SBBH;509,3;0,8;;;1070;713,63;730,42;;;;;;2775,98;73,51569954;305,58;4901,046636;
SBBH;SBRP;514,856;0,8;9118,65;1500;1130;713,63;736,42;;;;;;;74,31768899;926,7408;4954,512599;
SBRP;SBBH;472,26;0,9;;;1130;713,63;730,42;;;;;;;68,16910321;850,068;4544,606881;
SBBH;SBRP;520,412;0,8;7659,67;1260;1050;713,63;538,18;;;;;;;75,11967844;936,7416;5007,978563;
SBRP;SBBH;487,076;0,7;;;1040;713,63;730,42;;3500;;;;;70,30774174;876,7368;4687,182783;
SBBH;SBPS;627,828;0,9;9732,64;1601;1440;713,63;544,21;;1500;;;;;280,2217742;376,6968;18681,45161;
SBPS;SBBH;750,06;0,9;2514,87;361;1730;552,6;730,42;;;4020;;;;334,7782258;1350,108;22318,54839;
SBBH;SBGR;592,64;0,9;6639,51;1180;1370;713,63;485,61;;5938,2;1672,99;;;;159,4548552;355,584;10630,32368;
SBGR;SBBH;494,484;0,7;1893,24;315;1040;845,44;730,42;;;;;;;133,0451448;890,0712;8869,67632;
SBBH;SBNF;1033,416;1,4;9008,35;1601;1860;713,63;631,92;249,5;750;;;;;0;620,0496;0,01;
SBNF;SBPA;507,448;0,8;;;1140;552,6;629,46;;1020;;;;;0;304,4688;0,01;
SBPA;SBSP;872,292;1,2;11815;1700;1790;845,44;654,77;;1500;;;;;0;642,3241091;0,01;
SBSP;SBBH;538,932;0,8;735,98;113;1160;845,44;730,42;;;;;;858,41;0;323,3592;0,01;
SBBH;SBIP;235,204;0,4;3494,18;621;520;713,63;747,49;;;357;;;;152,9243119;141,1224;10194,95413;
SBIP;SBBH;168,532;0,4;;;710;;730,42;;;;;;;109,5756881;202,2384;7305,045872;
SBBH;SBRJ;450,036;0,8;5232,83;930;1080;713,63;836,81;199,6;;;;;433,54;0;270,0216;0,01;
SBRJ;SBBH;424,108;0,6;2430,74;390;1020;713,63;730,42;;700;;;;;0;254,4648;0,01;
SBBH;SBSP;735,244;1,1;5621,07;999;1570;713,63;654,77;;1300;;;;;0;441,1464;0,01;
SBSP;SBBH;505,596;0,8;3790,35;560;1270;845,44;730,42;;;;;;2922,89;0;606,7152;0,01;
SBBH;SBIP;220,388;0,3;3938,69;700;540;713,63;725,49;;;;170;;;141,9886364;132,2328;9465,909091;
SBIP;SBBH;187,052;0,4;;;700;;730,42;;;;;;;120,5113636;112,2312;8034,090909;
SBBH;SBBR;714,872;1,1;10578,2;1880;1560;713,63;464,98;;680;;;;;360,2666667;765,4629415;24017,77778;
SBBR;SBBH;635,236;0,9;;;1390;845,44;730,42;;;;;;;320,1333333;762,2832;21342,22222;
SBBH;SBIP;177,792;0,3;3162,21;562;530;713,63;719,99;;;;;;;116,6666667;106,6752;7777,777778;
SBIP;SBBH;222,24;0,4;;;680;;730,42;;;;;;;145,8333333;133,344;9722,222222;
SBBH;SBIP;175,94;0,3;3859,92;686;560;713,63;719,99;;;;;;;0;105,564;0,01;
SBIP;SBBH;246,316;0,4;;;740;;730,42;;;;;;;0;147,7896;0,01;
SBBH;SBCP;387,068;0,6;6470,71;1150;960;713,63;461,12;;;;;;;199,2959375;232,2408;13286,39583;
SBCP;SBSP;535,228;1,1;4055;500;1600;431,43;654,77;;750;;;;;275,5814638;440,9639642;18372,09759;
SBSP;SBBH;766,728;0,8;3875,24;595;1120;845,44;730,42;;;;;;;394,7775987;920,0736;26318,50658;
SBBH;SBIP;170,384;0,3;;;510;713,63;719,99;;;;;;;121,3567839;102,2304;8090,452261;
SBIP;SBBH;198,164;0,3;3243,39;614;570;;730,42;;;;;;;141,1432161;118,8984;9409,547739;
SBBH;SBTV;596,344;0,8;5791,86;1150;1320;713,63;6040;;;;;;3833,22;0;357,8064;0,01;
SBTV;SBBH;733,392;1;3234,03;327;1520;;730,42;;;;;;;0;1320,1056;0,01;
SBBH;SBJD;513,004;0,9;14693,5;2454;1300;713,63;485,99;;;;;;;0;307,8024;0,01;
SBJD;SBBH;498,188;0,8;7576,24;1162;1180;552,6;730,42;;;;180;;;0;298,9128;0,01;
SBBH;SBSP;529,672;1,3;2163,03;430;1750;713,63;654,77;299,4;750;;;;;0;317,8032;0,01;
SBSP;SBGR;101,86;0,4;;;460;845,44;485,61;;750;;;;;0;61,116;0,01;
SBGR;SBBH;492,632;0,8;4950,13;669;1140;845,44;730,42;;600;;;300;;0;295,5792;0,01;
SBBH;SBSP;520,412;1,1;8048,48;1600;1470;713,63;654,77;;;;;;;171,7272;312,2472;11448,48;
SBSP;SBBH;696,352;0,8;4950,13;;1280;845,44;730,42;;;;;;;0;417,8112;0,01;
SBBH;SBPS;633,384;0,9;7826,8;1550;1330;713,63;544,21;;1700;668,01;;;;102,2179982;760,0608;6814,533214;
SBPS;SBBH;818,584;1,1;;;1590;552,6;730,42;;;;;;;132,1063018;982,3008;8807,086786;
SBBH;SBFL;955,632;1,6;8290,02;1640;2330;713,63;634,4;199,6;;;;;193,6;0;573,3792;0,01;
SBFL;SBBH;1240,84;1,6;5478,59;871;1780;845,44;730,42;;800;;;;;0;1140,516766;0,01;
SBBH;SBSP;748,208;1,2;4195,56;830;1540;713,63;654,77;578,7;750;;;;;297,5351567;448,9248;19835,67711;
SBSP;SBBH;535,228;0,8;4470,07;734;1170;845,44;730,42;;;;;150;;251,0907433;321,1368;16739,38289;
SBBH;SBBR;746,356;1,1;8254,65;1633;1610;713,63;464,98;;;;;;;199,6497135;895,6272;13309,9809;
SBBR;SBBH;613,012;0,9;;;1270;845,44;730,42;;;;;;;166,6601865;367,8072;11110,6791;
SBBH;SBSP;794,508;1,2;7076,85;1400;1620;713,63;654,77;;1150;;;1000;;320,0697013;476,7048;21337,98009;
SBSP;SBBH;507,448;0,8;1705,21;280;1120;845,44;730,42;;;;;150;;192,9302987;608,9376;12862,01991;
SBBH;SBSV;938,964;1,3;8087,82;1600;1830;713,63;551,13;;1200;832;;;;118,878327;1029,382756;7925,2218;
SBSV;SBSP;1872,372;2,6;6407,93;1100;3220;713,63;654,77;;1300;1009,92;;150;;237,0532319;3370,2696;15803,5488;
SBSP;SBBR;926;1,3;7003,52;1150;1700;845,44;464,98;;;;;;;117,2370089;555,6;7815,800591;
SBBR;SBBH;646,348;1;3404,74;609;1280;845,44;730,42;;;;;;;81,83143219;387,8088;5455,428813;
SBBH;SBGR;600,048;0,9;7582,32;1500;1380;713,63;2755,61;;600;;;;;0;648,05184;0,01;
SBGR;SBBH;450,036;0,7;;;980;845,44;730,42;;600;;;;;31,5;270,0216;2100;
SBBH;SBIP;237,056;0,3;2840,85;562;520;713,63;736,49;;;;;;100;154,1284404;142,2336;10275,22936;
SBIP;SBBH;166,68;0,4;;;710;;730,42;;;;;;;108,3715596;173,0907692;7224,770642;
SBBH;SBRJ;400,032;0,7;3892,27;770;990;713,63;872,66;;700;429,45;;;;31,5;240,0192;2100;
SBRJ;SBBH;472,26;0,8;3055,64;571;1150;713,63;730,42;249,5;;;;;;0;326,4753913;0,01;
SBBH;SDPA;412,996;0,7;4347,21;860;970;713,63;1000;;;;;;;175,3405887;247,7976;11689,37258;
SDPA;SBBH;420,404;0,7;;;1060;;730,42;;;;;;;178,4857113;252,2424;11899,04742;
SBBH;SNUI;416,7;0,7;7582,34;1500;970;713,63;;;;;;;160;3438,467144;750,06;18152,86624;3214,39
SNUI;SBBH;455,592;0,7;404,39;80;1100;;730,42;;;460;;;;3463,881156;273,3552;19847,13376;3214,39
SBBH;SNPD;287,06;0,6;4549,4;900;1040;713,63;;;;;;;100;141,3851351;172,236;9425,675676;
SNPD;SBBH;398,18;0,5;;;730;;730,42;;;;;;;196,1148649;238,908;13074,32432;
SBBH;SBSJ;525,968;0,8;5560,38;1100;1240;713,63;622,92;;;157,5;;;;247,5830258;315,5808;16505,53506;
SBSJ;SBBH;477,816;0,8;2419,35;357;1140;845,44;730,42;;;;;;;224,9169742;573,3792;14994,46494;
SBBH;SDAM;501,892;0,9;6571,37;1300;1320;713,63;485,99;578,7;;;;;;47,25;301,1352;3150;
SDAM;SBBH;574,12;0,8;;;1150;303,31;730,42;;;;;;;0;344,472;0,01;
SBBH;SDAM;564,86;1;7076,85;1400;1280;713,63;485,99;;;;;;;0;1016,748;0,01;
SDAM;SBBH;513,004;0,8;;;1180;303,31;730,42;;;;;;;15,75;923,4072;1050;
SBBH;SBIP;181,496;0,3;3846,77;761;600;713,63;752,99;;;240;;;;115,3587444;108,8976;7690,58296;
SBIP;SBBH;231,5;0,5;;;740;;730,42;;;;;;;147,1412556;277,8;9809,41704;
SBBH;SBKP;685,24;1,1;7081,9;1401;1440;713,63;1437,79;;;;100;;391,66;47,25;550,3004308;3150;
SBKP;SBBH;527,82;0,8;7535,4;1200;1170;845,44;730,42;;1638,85;714;360;;137;16,5;316,692;1100;
SBBH;SBSP;668,572;1;;;1360;713,63;654,77;;1300;1365;;;381,69;0;401,1432;0,01;
SBSP;SBBH;525,968;0,8;3528,73;561;1200;845,44;730,42;;;;;;;0;315,5808;0,01;
SBBH;SBGR;601,9;0,8;6830,5;1300;1330;713,63;485,61;;600;;;;;33;702,9332143;2200;
SBGR;SBBH;472,26;0,8;;;1140;845,44;730,42;;;;;;;0;566,712;0,01;
SBBH;SBBR;768,58;1,1;10245,74;1950;9;713,63;464,98;;810;;;;;333,7846468;461,148;22252,30979;
SBBR;SBSP;1048,232;1,7;;;2020;845,44;654,77;;;;;;;455,2340002;1257,8784;30348,93335;
SBSP;SBBH;538,932;0,8;6265,53;904;1140;845,44;730,42;;;;;;;234,0514029;646,7184;15603,42686;
SBBH;SBRJ;422,256;0,7;3184,06;606;1010;713,63;952,28;;1400;;;;;0;253,3536;0,01;
SBRJ;SBBH;431,516;0,7;3508,6;660;1010;713,63;730,42;;;;;;2931,22;0;258,9096;0,01;
SBBH;SBCG;1400,112;1,9;8406,77;1600;2350;713,63;538,18;239,6;400;;;;;598,5698934;840,0672;39904,65956;
SBCG;SBBH;1057,492;1,5;6415,73;950;1790;845,44;730,42;;;;;;;452,0944566;634,4952;30139,63044;
SBBH;SNSS;492,632;0,7;6152,7;1171;1170;713,63;;;;298;;;;2849,394767;295,5792;23604,09556;2533,333333
SNSS;SNUI;125,936;0,3;;;440;;;;;460;;;;2585,845279;75,5616;6034,129693;2533,333333
SNUI;SBBH;466,704;0,7;;;1200;;730,42;;;;;;;2830,759954;280,0224;22361,77474;2533,333333
SBBH;SBRJ;442,628;0,8;11012,87;2096;1170;713,63;693,41;70,8;700;714,42;;;;185,9922179;265,5768;12399,48119;
SBRJ;SSCN;1237,136;1,7;2658,03;500;2210;713,63;;;;;;;;519,844358;742,2816;34656,29053;
SSCN;SBBH;1176,02;1,6;5668;650;1920;;730,42;;;;;;;494,1634241;705,612;32944,22827;
SBBH;SBPA;1787,18;2,4;8212,37;1563;3010;713,63;629,46;299,5;990;;;;;0;1072,308;0,01;
SBPA;SSCN;101,86;0,3;8527,37;1415;440;1450,1;;;;;;;;0;61,116;0,01;
SSCN;SBBH;1111,2;1,6;;;1960;;730,42;;;;;;2878,25;0;666,72;0,01;
SBBH;SBPS;598,196;0,9;8932,2;1700;1280;713,63;544,21;399,9;400;;;;;264,5857634;358,9176;17639,05089;
SBPS;SBBH;833,4;1,3;3031,6;424;1540;;730,42;;;;;;;368,6179366;500,04;24574,52911;
SBBH;SBRJ;457,444;0,8;4203,38;800;1170;713,63;693,41;;700;;;;;0;274,4664;0,01;
SBRJ;SBBH;387,068;0,6;;;960;713,63;730,42;;;;;;;0;232,2408;0,01;
SBBH;SBTV;611,16;0,9;8233,38;1567;1260;713,63;;599;;;;;;0;366,696;0,01;
SBTV;SBBH;764,876;1,1;;;1490;;730,42;;;;;;;0;458,9256;0,01;
SBBH;SBGL;370,4;0,6;11328,12;2156;920;713,63;504,24;;1784,2;;;;;258,7292857;222,24;17248,61905;
SBGL;SBCP;244,464;0,5;;;790;845,44;593,34;;;382;;;;158,3863286;146,6784;10559,08857;
SBCP;SBRJ;318,544;0,5;;;890;431,43;765,11;;1400;1024,8;;;;206,3821857;323,8530666;13758,81238;
SBRJ;SBBH;446,332;0,7;1241,33;200;1070;713,63;730,42;;;;;;;0;267,7992;0,01;
SBBH;SBTV;638,94;1;9630,12;1550;1260;713,63;;;;;;;;114;1150,092;7600;
SBTV;SBBH;740,8;1;;;1560;;730,42;;;;;;;0;1333,44;0,01;
SBBH;SBSP;720,428;1,2;8076,87;1300;1590;713,63;654,77;;1235,97;;;;;0;432,2568;0,01;
SBSP;SBBH;648,2;0,9;3720,33;561;1150;845,44;730,42;;;;;;2129,12;0;777,84;0,01;
SBBH;SBJE;2000,16;2,7;11469,17;1846;3470;713,63;818,39;479,2;;;;;;0;3600,288;0,01;
SBJE;SBBH;1952,008;2,6;15657,85;1850;3330;379,02;730,42;;;;;;2511,45;0;3513,6144;0,01;
SBBH;SBGO;796,36;1,1;10562,07;1700;1490;713,63;631,92;239,6;;1256,79;;;;450,5934167;477,816;30039,56111;
SBGO;SBBH;637,088;1;;;1230;713,63;730,42;;;;551,78;;139,67;360,4747333;1146,7584;24031,64889;
SBBH;SNUI;411,144;0,7;6481,63;1050;940;713,63;;;;;;;;1751,776663;246,6864;18285,11088;1500
SNUI;SBBH;464,852;0,7;;;1060;;730,42;;;;;;;1787,605597;278,9112;20673,70644;1500
SBBH;SNUI;407,44;0,6;6796,45;1101;930;713,63;;;;;;;;1749,305702;244,464;18120,38015;1500
SNUI;SBBH;470,408;0,8;;;1090;;730,42;;;;;;;1791,312038;282,2448;20920,80253;1500
SBBH;SBJV;1020,452;1,5;9382,93;1520;1840;713,63;688,01;149,4;;1054,48;;;;667,3137624;612,2712;44487,58416;
SBJV;SBBH;813,028;1,2;6387,94;800;1550;713,63;730,42;14,99;;;;;;531,6710376;1463,4504;35444,73584;
SBBH;SBIP;285,208;0,7;6790,28;1100;830;713,63;719,99;326,2;;;;;;0;171,1248;0,01;
SBIP;SBBH;288,912;0,7;;;1680;;730,42;;;;;;;0;173,3472;0,01;
SBBH;SBBR;707,464;1;6421,02;1000;1450;713,63;483,56;;810;;;;;332,7620397;424,4784;22184,13598;
SBBR;SBBH;600,048;0,9;3191,35;470;1260;845,44;730,42;;;;;;;282,2379603;360,0288;18815,86402;
SBBH;SBGV;250,02;0,5;4578,18;713;760;713,63;;479,2;795;;;;;104,2362221;150,012;6949,081475;
SBGV;SBBH;309,284;0,5;;;830;379,02;730,42;;;;;;;128,9440674;185,5704;8596,271158;
SBBH;SBGV;251,872;0,5;6063,5976;948;650;713,63;296,43;;;182,31;;;;105,0083423;151,1232;7000,556153;
SBGV;SBBH;288,912;0,6;;;780;379,02;730,42;;;;;;;120,4507456;173,3472;8030,049705;
SBBH;SBGV;242,612;0,4;4841,9234;757;670;713,63;296,43;;;;;;;101,1477415;145,5672;6743,182765;
SBGV;SBBH;351,88;0,6;;;900;379,02;730,42;;;;;;;146,7028311;211,128;9780,188743;
SBBH;SBGL;450,036;0,8;9594,3;1500;1100;713,63;504,24;179,7;800;;;;;150,8823529;540,0432;10058,82353;
SBGL;SBBH;400,032;0,7;;;1220;845,44;730,42;;;;;;;134,1176471;480,0384;8941,176471;
SBBH;SBGR;624,124;1,1;10042,034;1570;1320;713,63;502,32;;1200;;;;;216,7597087;374,4744;14450,64725;
SBGR;SBBH;520,412;0,8;;;1050;845,44;730,42;;;;;;;180,7402913;312,2472;12049,35275;
SBBH;SBGR;557,452;0,9;7419,592;1160;1200;713,63;502,32;;;;;;;211,0185185;447,9525;14067,90123;
SBGR;SBBH;492,632;0,8;1831,07;261;1130;845,44;730,42;;;;;;;294,4814815;591,1584;19632,09877;
SBBH;SBSP;772,284;1,3;7677,62;1200;1500;713,63;654,77;179,7;750;;;;300;0;463,3704;0,01;
SBSP;SBBH;538,932;0,8;2988,91;434;1200;845,44;730,42;;;;;;875,2;0;646,7184;0,01;
SBBH;SBJF;250,02;0,5;11708,38;1830;730;713,63;388,09;;;;;;;111,5792627;450,036;7438,617512;
SBJF;SBCY;1577,904;2,1;;;2510;;;;;760;;;;704,1891244;2840,2272;46945,94163;
SBCY;SBJF;1533,456;2,1;13210,25;1700;2490;713,63;388,09;;600;;;;;684,3528111;991,95435;45623,52074;
SBJF;SBBH;255,576;0,5;;;690;;730,42;;;;;;;114,0588018;306,6912;7603,920123;
SBBH;SBIP;174,088;0,3;5380,73;841;530;713,63;725,49;;;;200;;;115,890411;104,4528;7726,027397;
SBIP;SBBH;231,5;0,5;;;690;;730,42;;;;;;;154,109589;138,9;10273,9726;
SBBH;SBMK;411,144;0,7;7357,72;1150;960;713,63;569,94;;400;;;;;159,2938497;246,6864;10619,58998;
SBMK;SBBH;401,884;0,6;;;930;379,02;730,42;;;;;;;155,7061503;241,1304;10380,41002;
SBBH;SBGR;614,864;0,9;12169,02;1902;1350;713,63;502,32;279,26;1230;;53,62;;;370,720353;368,9184;24714,6902;
SBGR;SBRJ;338,916;0,6;;;870;845,44;693,41;;700;;;;;204,3428452;203,3496;13622,85634;
SBRJ;SBBH;453,74;0,7;9810,63;1500;1000;713,63;730,42;;;;;;;273,5737544;272,244;18238,2503;
SBBH;SDPA;392,624;0,7;4657,76;728;940;713,63;1000;;;;;;;216,1585567;235,5744;14410,57044;
SDPA;SBRJ;112,972;0,3;;;430;;800,96;;700;;;;;62,19656583;67,7832;4146,437722;
SBRJ;SBGR;466,704;0,8;;;1190;713,63;2358,29;;;1284,04;;;;281,3901474;560,0448;18759,34316;
SBGR;SBCT;475,964;0,8;4910,92;700;1070;845,44;631,92;372;700;;;;;221,3945905;571,1568;14759,63937;
SBCT;SBVT;1048,232;1,5;1883,48;250;1960;845,44;726,45;;1199;;;;;487,5849737;1257,8784;32505,66491;
SBVT;SBGL;561,156;0,9;8155,62;1100;1290;713,63;504,24;;800;;;;;261,0216379;1010,0808;17401,44252;
SBGL;SBBH;379,66;0,6;;;930;845,44;730,42;;;;;;;176,5987979;683,388;11773,25319;
SBBH;SBSP;740,8;1,2;9213,15;1440;1500;713,63;718,6;;750;;;150;;309,5930233;444,48;20639,53488;
SBSP;SBBH;533,376;0,8;1941,05;286;1200;845,44;730,42;;;;;;;222,9069767;640,0512;14860,46512;
SBBH;SBRJ;409,292;0,7;6717,91;1050;1000;713,63;693,41;;700;;;;;264,3350992;245,5752;17622,33994;
SBRJ;SBBH;418,552;0,7;;;960;713,63;730,42;;;;;;;230,4331783;251,1312;15362,21189;
SBBH;SBRJ;416,7;0,7;9820,96;1535;1010;713,63;693,41;;700;;;;;3824,822893;250,02;13835,40373;3672,3775
SBRJ;SBNF;816,732;1,2;2295,69;351;1570;713,63;787,13;;775;530;;;;4024,052707;490,0392;27117,3913;3672,3775
SBNF;SBGL;727,836;1,1;6120,57;799;1440;552,6;504,24;;2757,99;;;;;3979,779415;873,4032;24165,83851;3672,3775
SBGL;SBBH;424,108;0,7;;;980;845,44;730,42;;;;;;;3828,512334;763,3944;14081,36646;3672,3775
SBBH;SBRJ;412,996;0,7;8701,32;1360;1070;713,63;800,96;;1400;;;;1646,62;0;247,7976;0,01;
SBRJ;SBBH;444,48;0,7;;;1020;713,63;730,42;239,6;;;;;;0;266,688;0,01;
SBBH;SDAM;509,3;0,8;10701,52;1700;1160;713,63;485,99;;;;;;;183,146587;305,58;12209,77247;
SDAM;SDPA;364,844;0,7;;;1060;303,31;1000;;;;;;;131,1995551;218,9064;8746,637004;
SDPA;SBBH;424,108;0,7;;;990;;730,42;;;;;;;152,5111579;254,4648;10167,41053;
SBBH;SBGR;555,6;0,9;8813,02;1400;1260;713,63;502,32;;1200;;;;;314,3617021;555,6;20957,44681;
SBGR;SBBH;488,928;0,8;;;1070;845,44;730,42;;;;;;;411,6382979;586,7136;27442,55319;
SBBH;SBRJ;457,444;0,8;7437,72;1200;1110;713,63;693,41;459,5;700;;;;;212,3690722;823,3992;14157,93814;
SBRJ;SBBH;466,704;0,8;;;1080;713,63;730,42;;;;;;;261,6680412;840,0672;17444,53608;
SBBH;SBRJ;433,368;0,7;8057,53;1300;1060;713,63;693,41;;700;;;;;201,1917526;780,0624;13412,78351;
SBRJ;SBBH;438,924;0,7;;;1040;713,63;730,42;;;;;;;248,771134;790,0632;16584,74227;
SBBH;SBBR;746,356;1,1;6377,84;1029;1510;713,63;483,56;;1062,13;;;;;645;895,6272;43000;
SBBR;SBMG;1090,828;1,5;5761,59;855;1800;845,44;675,59;;;;;;;0;654,4968;0,01;
SBMG;SBMG;100,008;0,3;5425;700;430;431,43;;;;;;;;0;60,0048;0,01;
SBMG;SBBH;1009,34;1,5;9377,5;1210;1820;178,46;730,42;;;;;;;0;1090,0872;0,01;
SBBH;SBGL;377,808;0,6;11031,54;1856;970;713,63;504,24;147,06;;;;;;181,0579013;226,6848;12070,52676;
SBGL;SBPA;1235,284;1,7;;;2150;845,44;658,13;746,4;2410;;;;;591,9883343;741,1704;39465,88895;
SBPA;SNFE;1083,42;1,5;11262,55;1676;2130;845,44;;;650;600;162;;;519,2101582;1300,104;34614,01055;
SNFE;SBGL;377,808;0,6;;;950;;504,24;;4184;;;;;181,0579013;680,0544;12070,52676;
SBGL;SBBH;401,884;0,6;4275,67;700;940;845,44;730,42;;;;;;;192,5959048;723,3912;12839,72699;
SBBH;SBSP;685,24;1;3821,82;643;1400;713,63;718,6;239,6;1150;;;;498,99;0;411,144;0,01;
SBSP;SBBH;522,264;0,8;5629,2;865;1190;845,44;730,42;;;;;;;0;626,7168;0,01;
SBBH;SBBR;722,28;1,1;3978,9;684;1440;713,63;483,56;;810;;;;;0;433,368;0,01;
SBBR;SBBH;714,872;1,1;7291,6;860;1510;845,44;730,42;359,4;;;;;;37,5;428,9232;2500;
SBBH;SBIP;172,236;0,3;4892,18;841;841;713,63;756,98;;;;140;;;150,7393365;103,3416;10049,2891;
SBIP;SBBH;218,536;0,5;;;630;;730,42;;;;;;;191,2606635;131,1216;12750,7109;
SBBH;SBGL;411,144;0,7;7310,78;1230;950;713,63;504,24;;2302,59;;;;;186,1467421;493,3728;12409,78281;
SBGL;SDIM;455,592;0,7;1527,03;250;1050;845,44;485,99;;2407,88;425;;;;206,2707143;546,7104;13751,38095;
SDIM;SBGL;388,92;0,6;;;1020;252,97;504,24;;;;;;;176,0847561;700,056;11738,98374;
SBGL;SBBH;418,552;0,7;6340,12;863;1010;845,44;730,42;;;;;;;189,5007375;753,3936;12633,3825;
SBBH;SBSP;724,132;1,1;3996,35;687;1580;713,63;718,6;;;900,9;;200;;443,6508551;1303,4376;29576,72367;
SBSP;SBTV;1257,508;1,8;11726,16;1830;2230;845,44;3264;;1510;;;200;;509,9461141;754,5048;33996,40761;
SBTV;SBBH;729,688;1,1;3695,8;340;1360;;730,42;;;;;;;295,9039307;437,8128;19726,92872;
SBBH;SBTV;757,468;1,2;10223,2;1720;1450;713,63;3264;;;;;;;0;454,4808;0,01;
SBTV;SBBH;775,988;1,2;;;1580;;730,42;;;;;;;0;931,1856;0,01;
SBBH;SBPS;657,46;1;10282,65;1730;1380;713,63;544,21;560;2623,16;;;;;258,694475;788,952;17246,29834;
SBPS;SBBH;744,504;1,1;;;1400;552,6;730,42;;;;;;;292,9441661;893,4048;19529,61107;
SBBH;SBSJ;518,56;0,8;4240,67;729;1170;713,63;688,42;199,74;;858,9;;;;211,6935484;311,136;14112,90323;
SBSJ;SBCB;414,848;0,7;8651,36;998;1000;845,44;569,94;280;;;;;;169,3548387;248,9088;11290,32258;
SBCB;SBBH;444,48;0,7;;;1070;431,43;730,42;199,73;;;;;;181,4516129;266,688;12096,77419;
SBBH;SSBZ;418,552;0,7;7132,46;1200;1010;713,63;1725;;;;;;;177,9830062;251,1312;11865,53374;
